"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","clean","uncommon"
"#OrlandoFree Ben Carson book (Kissimmee) http://t.co/LDDqmKq4my",FALSE,0,NA,2015-10-10 20:29:19,FALSE,NA,"A652944017374625792",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Free_Orlando",0,FALSE,FALSE,"-81.38148308","28.53612371","orlandofree ben carson book kissimmee ","orlandofree ben carson book kissimmee"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:21:12,FALSE,NA,"A652941974933082113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rangerover02",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:10:06,FALSE,NA,"A652939181312839681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KidCellas",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:05:50,FALSE,NA,"A652938107835187200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R0H09",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:04:25,FALSE,NA,"A652937749922775040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlphaMaleJMJ",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:02:52,FALSE,NA,"A652937361488121856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lisa_Monroe20",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:01:23,FALSE,NA,"A652936986735591425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tommorrison950",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:00:57,FALSE,NA,"A652936878342017024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FilmEssaying",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 20:00:10,FALSE,NA,"A652936681386078210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prince_ESQ",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:59:35,FALSE,NA,"A652936536036646912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SCJoson",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:59:11,FALSE,NA,"A652936433359958016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","scotia626",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:57:28,FALSE,NA,"A652936001631948800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheWILLinPower",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:57:20,FALSE,NA,"A652935970480857088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RicardoHarvin",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:56:58,FALSE,NA,"A652935877832740864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MerielleB",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:55:14,FALSE,NA,"A652935438273916930",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Elizabeth_Calo",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:54:46,FALSE,NA,"A652935322674683904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RelaxAndAspire",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:53:57,FALSE,NA,"A652935117875335168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BillWendel",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:52:33,FALSE,NA,"A652934763544715264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WatchthePhone",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:52:14,FALSE,NA,"A652934684096135168",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Nebula63",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:52:10,FALSE,NA,"A652934669193756672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_FreeJewel",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:51:56,FALSE,NA,"A652934609731129344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","akacharleswade",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:51:44,FALSE,NA,"A652934557268901888",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","RickRosendall",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:50:58,FALSE,NA,"A652934364196696070",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khakinobeleatha",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:50:57,FALSE,NA,"A652934361461989376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoreenClaireFJ",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:50:40,FALSE,NA,"A652934289064112128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whitneydawn",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:50:22,FALSE,NA,"A652934215034621952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nycsouthpaw",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-10 19:50:01,FALSE,NA,"A652934125754519552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pdxms",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,54,NA,2015-10-10 19:49:41,FALSE,NA,"A652934043747643392",NA,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","JamilSmith",42,FALSE,FALSE,"-73.973887","40.64981","no one is lynching ben carson he is still alive some words need to be retired as metaphors ","one lynching ben carson still alive words need retired metaphors"
"#LyingLiarsClubGrowsByOne ~ Carson camp shuts down questions about Popeyes - http://t.co/0DgunIiWIT http://t.co/LQxhQa4nFE",FALSE,0,NA,2015-10-10 19:24:23,FALSE,NA,"A652927676668231680",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","jpburns1",0,FALSE,FALSE,"-122.364042","47.54936","lyingliarsclubgrowsbyone  carson camp shuts down questions about popeyes  ","lyingliarsclubgrowsbyone  carson camp shuts questions popeyes "
"RT @Pqlyur1: 2001 Todd Beamer: ""Let's roll."" Libs: Hero.
2015 Ben Carson: ""Everybody should rush the shooter."" Libs: F*ck you!",FALSE,0,NA,2015-10-10 18:57:28,FALSE,NA,"A652920903639150592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","janeanderson54",5,TRUE,FALSE,NA,NA,"rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody should rush the shooter"" libs fck you","rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody rush shooter"" libs fck"
"RT @terileemcclain: @doodlebug0 @Eykis  I wonder what Ben Carson has to say",FALSE,0,NA,2015-10-10 18:46:15,FALSE,NA,"A652918078670553090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eykis",2,TRUE,FALSE,NA,NA,"rt terileemcclain doodlebug0 eykis  i wonder what ben carson has to say","rt terileemcclain doodlebug0 eykis  wonder ben carson say"
"RT @terileemcclain: @doodlebug0 @Eykis  I wonder what Ben Carson has to say",FALSE,0,NA,2015-10-10 18:45:06,FALSE,NA,"A652917789120819200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","doodlebug0",2,TRUE,FALSE,NA,NA,"rt terileemcclain doodlebug0 eykis  i wonder what ben carson has to say","rt terileemcclain doodlebug0 eykis  wonder ben carson say"
"This is sick. RT @brfreed: This is stunningly bad—a cruel, dehumanizing, throw-laptop-across-the-room level of bad. http://t.co/dL2EVuZVvE",FALSE,0,NA,2015-10-10 18:40:54,FALSE,NA,"A652916733221560320",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","sidthirteen",0,FALSE,FALSE,"-88.9910285","42.2537459","this is sick rt brfreed this is stunningly bada cruel dehumanizing throwlaptopacrosstheroom level of bad ","sick rt brfreed stunningly bada cruel dehumanizing throwlaptopacrosstheroom level bad"
"RT @Pqlyur1: 2001 Todd Beamer: ""Let's roll."" Libs: Hero.
2015 Ben Carson: ""Everybody should rush the shooter."" Libs: F*ck you!",FALSE,0,NA,2015-10-10 18:36:20,FALSE,NA,"A652915585127436289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leadandgold_cdh",5,TRUE,FALSE,NA,NA,"rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody should rush the shooter"" libs fck you","rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody rush shooter"" libs fck"
"@doodlebug0 @Eykis  I wonder what Ben Carson has to say",FALSE,0,"doodlebug0",2015-10-10 18:26:53,FALSE,"A652908580799025152","A652913207254908928","A32921077","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","terileemcclain",2,FALSE,FALSE,"-74.88801133","40.03844936","doodlebug0 eykis  i wonder what ben carson has to say","doodlebug0 eykis  wonder ben carson say"
"Ben Carson, I figured Van Damme taught you Trauma Surgery, but didn't realize History as well.  PLEASE REVIEW IMPACT OF WWI DUMBASS.",FALSE,0,NA,2015-10-10 18:25:50,FALSE,NA,"A652912943361753089",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","jefe_sweettooth",0,FALSE,FALSE,"-98.45150116","29.49723962","ben carson i figured van damme taught you trauma surgery but didnt realize history as well  please review impact of wwi dumbass","ben carson figured van damme taught trauma surgery didnt realize history well  please review impact wwi dumbass"
"RT @Pqlyur1: 2001 Todd Beamer: ""Let's roll."" Libs: Hero.
2015 Ben Carson: ""Everybody should rush the shooter."" Libs: F*ck you!",FALSE,0,NA,2015-10-10 18:25:06,FALSE,NA,"A652912758686674944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScreaminEaglet",5,TRUE,FALSE,NA,NA,"rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody should rush the shooter"" libs fck you","rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody rush shooter"" libs fck"
"RT @Pqlyur1: 2001 Todd Beamer: ""Let's roll."" Libs: Hero.
2015 Ben Carson: ""Everybody should rush the shooter."" Libs: F*ck you!",FALSE,0,NA,2015-10-10 18:18:54,FALSE,NA,"A652911196102782976",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","StMarksInk",5,TRUE,FALSE,NA,NA,"rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody should rush the shooter"" libs fck you","rt pqlyur1 2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody rush shooter"" libs fck"
"2001 Todd Beamer: ""Let's roll."" Libs: Hero.
2015 Ben Carson: ""Everybody should rush the shooter."" Libs: F*ck you!",FALSE,3,NA,2015-10-10 18:06:27,FALSE,NA,"A652908064824262656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pqlyur1",5,FALSE,FALSE,"-80.0453309","32.9442328","2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody should rush the shooter"" libs fck you","2001 todd beamer ""lets roll"" libs hero2015 ben carson ""everybody rush shooter"" libs fck"
"Presidential candidate Dr Ben Carson is in SC .... makes you wonder if he will blame the people of SC… https://t.co/5h8YS9THFP",FALSE,1,NA,2015-10-10 17:23:05,FALSE,NA,"A652897151664713732",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","vlevy2",0,FALSE,FALSE,"-80.97672612","34.94161172","presidential candidate dr ben carson is in sc  makes you wonder if he will blame the people of sc ","presidential candidate dr ben carson sc  makes wonder will blame people sc"
"“@realDonaldTrump: What's the secret of my popularity? My looks. I'm very handsome. http://t.co/xCVK0OoV8m http://t.co/Aeqoj66uxq” same",FALSE,0,NA,2015-10-10 16:38:03,FALSE,NA,"A652885816906280960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cwin1121",0,FALSE,FALSE,"-79.05474865","35.91337208","realdonaldtrump whats the secret of my popularity my looks im very handsome ","realdonaldtrump whats secret popularity looks im handsome"
"RT @Pqlyur1: Good. RT @EdBaker3000: ‘F*ck You Ben Carson': Backlash Explodes Against ‘Racist’ Seth Rogen, ‘Steve Jobs’ Film http://t.co/uki…",FALSE,0,NA,2015-10-10 15:39:12,FALSE,NA,"A652871006797742080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gin016",3,TRUE,FALSE,NA,NA,"rt pqlyur1 good rt edbaker3000 fck you ben carson backlash explodes against racist seth rogen steve jobs film ","rt pqlyur1 good rt edbaker3000 fck ben carson backlash explodes racist seth rogen steve jobs film"
"RT @CharlesVanCott: ""Our artificial ability to print money, to create what we think is wealth but is not wealth"" sustains the natl debt htt…",FALSE,0,NA,2015-10-10 15:29:29,FALSE,NA,"A652868560352616448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1969tttt",1,TRUE,FALSE,NA,NA,"rt charlesvancott ""our artificial ability to print money to create what we think is wealth but is not wealth"" sustains the natl debt htt","rt charlesvancott ""our artificial ability print money create think wealth wealth"" sustains natl debt htt"
"RT @Pqlyur1: Good. RT @EdBaker3000: ‘F*ck You Ben Carson': Backlash Explodes Against ‘Racist’ Seth Rogen, ‘Steve Jobs’ Film http://t.co/uki…",FALSE,0,NA,2015-10-10 15:26:27,FALSE,NA,"A652867797773611009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScreaminEaglet",3,TRUE,FALSE,NA,NA,"rt pqlyur1 good rt edbaker3000 fck you ben carson backlash explodes against racist seth rogen steve jobs film ","rt pqlyur1 good rt edbaker3000 fck ben carson backlash explodes racist seth rogen steve jobs film"
"""Our artificial ability to print money, to create what we think is wealth but is not wealth"" sustains the natl debt https://t.co/GOTldHzdN0",FALSE,0,NA,2015-10-10 15:24:03,FALSE,NA,"A652867192921325568",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","CharlesVanCott",1,FALSE,FALSE,"-111.826189","33.581995","""our artificial ability to print money to create what we think is wealth but is not wealth"" sustains the natl debt ","""our artificial ability print money create think wealth wealth"" sustains natl debt"
"Bishop: Ben Carson Upsets Washington Post for Questioning Fiat Money | Mises Wire https://t.co/GOTldHzdN0",FALSE,0,NA,2015-10-10 15:20:49,FALSE,NA,"A652866380664975360",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","CharlesVanCott",0,FALSE,FALSE,"-111.826416","33.581617","bishop ben carson upsets washington post for questioning fiat money  mises wire ","bishop ben carson upsets washington post questioning fiat money  mises wire"
